Fighter1,Fighter2,Weight Class,Winning Method,Round,Time,Win/Loss (Fighter1),Win Rate (Fighter 1),Total Fights (Fighter 1),Win (Fighter 1),Lose (Fighter 1),Draw (Fighter 1),SLpM (Fighter 1),Str. Acc. (Fighter 1),SApM (Fighter 1),Str. Def (Fighter 1),TD Avg. (Fighter 1),TD Acc. (Fighter 1),TD Def. (Fighter 1),Sub. Avg. (Fighter 1),Win Rate (Fighter 2),Total Fights (Fighter 2),Win (Fighter 2),Lose (Fighter 2),Draw (Fighter 2),SLpM (Fighter 2),Str. Acc. (Fighter 2),SApM (Fighter 2),Str. Def (Fighter 2),TD Avg. (Fighter 2),TD Acc. (Fighter 2),TD Def. (Fighter 2),Sub. Avg. (Fighter 2)
Urijah Faber,Ricky Simon,Bantamweight,KO/TKO Punch,1,0:46,Win,76%,46,35,11,0,2.65,40%,2.59,64%,1.54,30%,58%,0.8,80%,25,20,5,0,3.01,43%,3.61,61%,5.49,46%,76%,0.4
Josh Emmett,Mirsad Bektic,Featherweight,KO/TKO Punches,1,4:25,Win,83%,23,19,4,0,4.04,36%,4.61,61%,0.91,37%,46%,0.1,76%,17,13,4,0,2.43,41%,1.8,57%,3.98,52%,92%,0.4
Karl Roberson,Wellington Turman,Middleweight,S-DEC,3,5:00,Win,60%,15,9,6,0,2.57,51%,2.42,57%,0.72,40%,42%,0.5,69%,26,18,8,0,3.23,51%,4.17,45%,1.55,20%,42%,0.8
Marvin Vettori,Cezar Ferreira,Middleweight,U-DEC,3,5:00,Win,70%,27,19,7,1,4.56,45%,4.24,56%,1.66,45%,69%,0.5,62%,21,13,8,0,1.9,42%,2.44,53%,2.69,53%,84%,0.5
Mike Rodriguez,John Allan,Light Heavyweight,Overturned,3,5:00,NC,61%,18,11,7,0,4.35,53%,4.24,41%,0,0%,37%,0,65%,20,13,7,0,3.56,42%,5.74,52%,1.4,71%,50%,0.8
Andre Fili,Sheymon Moraes,Featherweight,KO/TKO Punch,1,3:07,Win,68%,34,23,11,0,3.85,37%,4.11,51%,2.16,47%,69%,0.3,73%,15,11,4,0,3,42%,3.64,63%,0,0%,53%,0
Julianna Pena,Nicco Montano,Women's Bantamweight,U-DEC,3,5:00,Win,71%,17,12,5,0,3.16,47%,2.3,50%,1.94,55%,23%,0.8,63%,8,5,3,0,5.6,41%,4.43,64%,2.25,54%,69%,0.4
Ryan Hall,Darren Elkins,Featherweight,U-DEC,3,5:00,Win,82%,11,9,2,0,2.38,50%,1.33,65%,0.22,9%,0%,2.2,72%,39,28,11,0,3.44,38%,3.27,52%,2.85,35%,56%,1.1
Jonathan Martinez,Pingyuan Liu,Bantamweight,KO/TKO Knee,3,3:54,Win,83%,23,19,4,0,4.64,50%,3.76,58%,0.44,41%,69%,0.1,65%,20,13,7,0,2.36,33%,2.99,54%,0.25,20%,56%,1
Brianna Fortino,Livinha Souza,Women's Strawweight,U-DEC,3,5:00,Win,75%,12,9,3,0,3.53,41%,3.23,57%,2.5,45%,66%,0,78%,18,14,4,0,1.75,45%,3.6,56%,2.54,45%,40%,1.4
Benito Lopez,Vince Morales,Bantamweight,U-DEC,3,5:00,Win,83%,12,10,2,0,4.39,45%,5.18,56%,0,0%,73%,0.3,61%,18,11,7,0,4.17,37%,4.24,53%,0.14,25%,64%,0
Jon Jones,Thiago Santos,Light Heavyweight,S-DEC,5,5:00,Win,96%,28,27,1,0,4.29,57%,2.22,64%,1.93,45%,95%,0.5,67%,33,22,11,0,3.72,48%,2.57,53%,0.88,33%,65%,0.1
Amanda Nunes,Holly Holm,Women's Bantamweight,KO/TKO Kick,1,4:10,Win,82%,28,23,5,0,4.55,51%,2.62,57%,2.73,54%,82%,0.7,68%,22,15,7,0,3.13,40%,2.92,55%,0.87,30%,76%,0.1
Jorge Masvidal,Ben Askren,Welterweight,KO/TKO Flying Knee,1,0:05,Win,67%,52,35,17,0,4.05,47%,3.05,64%,1.38,59%,72%,0.3,90%,21,19,2,0,3.64,49%,5.66,36%,4.33,55%,0%,0.9
Jan Blachowicz,Luke Rockhold,Light Heavyweight,KO/TKO Punch,2,1:39,Win,73%,40,29,10,1,3.41,50%,2.91,53%,1.09,50%,68%,0.3,73%,22,16,6,0,4.1,49%,2.68,53%,0.7,29%,65%,1
Michael Chiesa,Diego Sanchez,Welterweight,U-DEC,3,5:00,Win,72%,25,18,7,0,1.87,40%,1.7,54%,3.33,50%,60%,1,70%,44,31,13,0,2.69,37%,3.02,56%,1.51,24%,46%,0.8
Arnold Allen,Gilbert Melendez,Featherweight,U-DEC,3,5:00,Win,86%,22,19,3,0,3.39,40%,2.91,61%,1.02,50%,75%,0.4,73%,30,22,8,0,3.44,33%,2.53,63%,1.64,41%,71%,0.2
Marlon Vera,Nohelin Hernandez,Bantamweight,SUB Rear Naked Choke,2,3:25,Win,70%,33,23,9,1,4.31,49%,5.48,50%,0.53,39%,70%,0.9,69%,13,9,4,0,1.32,34%,2.63,52%,0.71,50%,37%,0
Claudia Gadelha,Randa Markos,Women's Strawweight,U-DEC,3,5:00,Win,78%,23,18,5,0,3.31,41%,4.57,57%,3.03,42%,58%,0.7,46%,24,11,12,1,2.97,43%,3.1,58%,1.12,28%,52%,0.2
Song Yadong,Alejandro Perez,Bantamweight,KO/TKO Punch,1,2:04,Win,72%,29,21,8,0,4.49,43%,3.96,55%,0.66,40%,72%,0.2,70%,33,23,9,1,3.45,35%,3.18,61%,0.54,22%,70%,0.3
Edmen Shahbazyan,Jack Marshman,Middleweight,SUB Rear Naked Choke,1,1:12,Win,76%,17,13,4,0,3.6,52%,4.09,45%,2.24,38%,63%,0.6,70%,33,23,10,0,2.74,25%,4.19,56%,0,0%,20%,0
Chance Rencountre,Ismail Naurdiev,Welterweight,U-DEC,3,5:00,Win,78%,18,14,4,0,1.1,20%,3.62,49%,1.35,26%,16%,0.3,83%,23,19,4,0,3.17,52%,1.3,68%,1.25,71%,70%,0.2
Julia Avila,Pannie Kianzad,Women's Bantamweight,U-DEC,3,5:00,Win,75%,12,9,3,0,2.59,43%,2.86,50%,0.54,33%,50%,0.3,68%,25,17,8,0,4.74,49%,3.67,53%,0.46,33%,66%,0.1
Francis Ngannou,Junior Dos Santos,Heavyweight,KO/TKO Punch,1,1:11,Win,85%,20,17,3,0,2.33,41%,2.16,41%,0.76,62%,71%,0.3,70%,30,21,9,0,4.49,47%,3.33,56%,0.3,50%,81%,0.1
Joseph Benavidez,Jussier Formiga,Flyweight,KO/TKO Punches,2,4:47,Win,78%,36,28,8,0,3.52,34%,2.67,61%,1.41,30%,62%,0.6,74%,31,23,8,0,1.42,39%,2.34,64%,1.82,35%,87%,0.6
Demian Maia,Anthony Rocco Martin,Welterweight,M-DEC,3,5:00,Win,72%,39,28,11,0,1.8,43%,2.07,63%,2.49,24%,61%,1,74%,23,17,6,0,2.68,37%,2.59,58%,0.71,27%,68%,1
Vinc Pichel,Roosevelt Roberts,Lightweight,U-DEC,3,5:00,Win,82%,17,14,3,0,3.56,47%,2.5,58%,3,54%,23%,0.2,71%,17,12,5,0,3.05,44%,3.12,52%,1.39,29%,52%,0.9
Drew Dober,Marco Polo Reyes,Lightweight,KO/TKO Punches,1,1:07,Win,68%,40,27,13,0,4.34,40%,4.23,51%,0.71,18%,56%,0.1,53%,15,8,7,0,6,37%,5.52,59%,0,0%,46%,0
Alonzo Menifield,Paul Craig,Light Heavyweight,KO/TKO Punch,1,3:19,Win,79%,19,15,3,1,3.92,57%,3.51,49%,0.67,33%,75%,0.3,68%,25,17,7,1,2.42,46%,2.86,45%,1.76,22%,37%,1.6
Ricardo Ramos,Journey Newson,Bantamweight,U-DEC,3,5:00,Win,73%,22,16,6,0,3.21,37%,3.74,57%,3.02,60%,72%,0.7,67%,15,10,5,0,2.64,32%,2.57,64%,0.56,16%,43%,0.3
Eryk Anders,Vinicius Moreira,Light Heavyweight,KO/TKO Punch,1,1:18,Win,67%,24,16,8,0,3.41,47%,4.17,50%,1.79,26%,79%,0.1,64%,14,9,5,0,3.15,59%,5.07,43%,1.97,18%,0%,1.3
Jared Gordon,Dan Moret,Lightweight,U-DEC,3,5:00,Win,77%,26,20,6,0,5.39,57%,3.4,57%,1.95,40%,62%,0,68%,19,13,6,0,2.67,43%,3.56,43%,1.25,27%,45%,0.4
Dalcha Lungiambula,Dequan Townsend,Light Heavyweight,KO/TKO Punch,3,0:42,Win,65%,17,11,6,0,3.07,45%,3.93,52%,2.14,45%,77%,0,64%,33,21,12,0,1.23,34%,3.92,38%,0,0%,46%,0
Amanda Ribas,Emily Whitmire,Women's Strawweight,SUB Rear Naked Choke,2,2:10,Win,71%,17,12,5,0,4.63,40%,3.4,61%,2.07,51%,85%,0.7,44%,9,4,5,0,2.5,31%,2.98,54%,1.9,66%,70%,0.5
Maurice Greene,Junior Albini,Heavyweight,KO/TKO Punch,1,3:38,Win,56%,16,9,7,0,3.28,45%,3.61,45%,0,0%,27%,0.4,70%,20,14,6,0,3.98,51%,6.08,52%,1.54,37%,100%,0
Chan Sung Jung,Renato Moicano,Featherweight,KO/TKO Punch,1,0:58,Win,68%,25,17,8,0,3.93,41%,4.52,52%,0.7,44%,72%,0.6,76%,25,19,5,1,4.38,48%,3.68,60%,1.89,45%,72%,0.6
Randy Brown,Bryan Barberena,Welterweight,KO/TKO Kick,3,2:54,Win,78%,23,18,5,0,4.37,46%,3.33,54%,0.78,39%,74%,0.5,60%,30,18,12,0,5.35,48%,4.59,44%,0.13,22%,50%,0.3
Andre Ewell,Anderson Dos Santos,Bantamweight,U-DEC,3,5:00,Win,65%,26,17,9,0,4.28,40%,4.87,51%,0.36,75%,72%,0.1,70%,30,21,9,0,2.7,25%,5.37,49%,0.98,14%,66%,0.7
Andrea Lee,Montana De La Rosa,Women's Flyweight,U-DEC,3,5:00,Win,59%,22,13,9,0,4.69,46%,3.76,62%,1.85,58%,55%,0.6,55%,22,12,9,1,2.7,36%,3.21,44%,1.71,31%,64%,0.8
Kevin Holland,Alessio Di Chirico,Middleweight,U-DEC,3,5:00,Win,69%,36,25,11,0,4.24,49%,3.19,50%,0.85,38%,54%,0.6,65%,20,13,7,0,3.32,39%,3.44,61%,1.46,39%,83%,0
Dan Ige,Kevin Aguilar,Featherweight,U-DEC,3,5:00,Win,72%,25,18,7,0,3.76,45%,3.52,57%,1.06,26%,58%,0.3,77%,22,17,5,0,3.96,40%,4.81,52%,0.16,16%,78%,0
Ashley Yoder,Syuri Kondo,Women's Strawweight,U-DEC,3,5:00,Win,47%,17,8,9,0,3.42,39%,4.13,47%,1.09,27%,66%,0.6,67%,9,6,3,0,5.4,44%,7.22,58%,0,0%,83%,0.3
Luis Pena,Matt Wiman,Lightweight,KO/TKO Punches,3,1:14,Win,75%,12,9,3,0,3.66,46%,3.12,51%,1.17,33%,48%,1.2,62%,26,16,10,0,3.17,50%,3.57,51%,2.13,37%,56%,1.5
Jairzinho Rozenstruik,Allen Crowder,Heavyweight,KO/TKO Punches,1,0:09,Win,74%,19,14,5,0,3.44,49%,2.78,47%,0,0%,75%,0,71%,14,10,4,0,2.95,51%,2.95,56%,1.85,33%,100%,1.2
Molly McCann,Ariane Lipski,Women's Flyweight,U-DEC,3,5:00,Win,70%,20,14,6,0,5.79,49%,4.94,63%,1.82,38%,43%,0.6,68%,25,17,8,0,4.27,40%,4.23,52%,0.64,55%,79%,0.4
Deron Winn,Eric Spicely,Middleweight,U-DEC,3,5:00,Win,70%,10,7,3,0,4.55,44%,6.21,46%,4.28,52%,40%,0,67%,18,12,6,0,3.71,45%,5.72,55%,1.31,20%,75%,1
Henry Cejudo,Marlon Moraes,Bantamweight,KO/TKO Punches,3,4:51,Win,80%,20,16,4,0,3.77,46%,3.29,60%,1.99,32%,75%,0.2,68%,34,23,10,1,3.37,40%,4.53,54%,0.87,41%,46%,0.3
Valentina Shevchenko,Jessica Eye,Women's Flyweight,KO/TKO Kick,2,0:26,Win,82%,28,23,4,1,3.28,52%,2.11,62%,2.56,63%,71%,0.4,58%,26,15,11,0,3.86,37%,4.19,55%,0.58,40%,57%,0.5
Tony Ferguson,Donald Cerrone,Lightweight,KO/TKO,2,5:00,Win,72%,36,26,10,0,4.94,45%,4.41,55%,0.39,35%,67%,0.9,68%,53,36,17,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2
Petr Yan,Jimmie Rivera,Bantamweight,U-DEC,3,5:00,Win,77%,22,17,5,0,5.14,53%,4.36,58%,1.73,51%,85%,0.1,82%,28,23,5,0,4.03,40%,3.9,60%,0.88,27%,92%,0.1
Blagoy Ivanov,Tai Tuivasa,Heavyweight,U-DEC,3,5:00,Win,76%,25,19,6,0,3.25,40%,4.2,53%,0.69,40%,61%,0.1,68%,22,15,7,0,3.96,49%,5.05,43%,0,0%,57%,0
Tatiana Suarez,Nina Nunes,Women's Strawweight,U-DEC,3,5:00,Win,100%,11,11,0,0,4.27,63%,1.38,51%,6.2,61%,100%,0.9,61%,18,11,7,0,4.39,45%,3.47,55%,0.24,33%,73%,0.5
Aljamain Sterling,Pedro Munhoz,Bantamweight,U-DEC,3,5:00,Win,86%,28,24,4,0,4.61,52%,2.3,58%,2.31,27%,45%,0.7,69%,29,20,9,0,5.32,43%,6.23,56%,0.51,18%,82%,0.5
Alexa Grasso,Karolina Kowalkiewicz,Women's Strawweight,U-DEC,3,5:00,Win,80%,20,16,3,1,4.67,43%,3.95,58%,0.41,45%,59%,0.6,70%,23,16,7,0,5.92,43%,5.55,59%,0.36,26%,74%,0.2
Calvin Kattar,Ricardo Lamas,Featherweight,KO/TKO Punch,1,4:06,Win,74%,31,23,8,0,4.76,39%,6.75,54%,0.39,29%,72%,0.1,71%,28,20,8,0,3.13,47%,2.87,57%,1.84,33%,46%,0.9
Yan Xiaonan,Angela Hill,Women's Strawweight,U-DEC,3,5:00,Win,82%,22,18,4,0,4.97,44%,3.66,58%,1,73%,62%,0,55%,29,16,13,0,5.44,50%,4.94,61%,0.73,34%,75%,0.1
Darren Stewart,Bevon Lewis,Middleweight,U-DEC,3,5:00,Win,60%,20,12,8,0,3.05,45%,3.29,48%,1.75,45%,67%,0.1,70%,10,7,3,0,3.73,43%,2.67,54%,0,0%,66%,0
Eddie Wineland,Grigory Popov,Bantamweight,KO/TKO Punch,2,4:47,Win,59%,41,24,16,1,3.4,29%,3.76,68%,0.34,33%,86%,0.1,81%,16,13,3,0,3.63,37%,4.2,55%,0,0%,45%,0
Katlyn Cerminara,Joanne Wood,Women's Flyweight,U-DEC,3,5:00,Win,75%,24,18,6,0,4.58,34%,4.48,62%,0.31,15%,50%,0.3,68%,25,17,8,0,7.1,51%,4.89,51%,1.52,55%,58%,0.3
Anthony Smith,Alexander Gustafsson,Light Heavyweight,SUB Rear Naked Choke,4,2:38,Win,66%,56,37,19,0,3.21,48%,4.47,46%,0.49,26%,48%,0.6,69%,26,18,8,0,4.03,40%,3.53,51%,1.53,39%,83%,0.4
Aleksandar Rakic,Jimi Manuwa,Light Heavyweight,KO/TKO Kick,1,0:47,Win,78%,18,14,4,0,4.26,50%,2.8,50%,0.76,25%,85%,0.1,74%,23,17,6,0,3.43,54%,3.97,49%,0.53,18%,70%,0.4
Makwan Amirkhani,Chris Fishgold,Featherweight,SUB Anaconda Choke,2,4:25,Win,65%,26,17,9,0,1.33,44%,2.98,46%,3.96,43%,35%,1.1,78%,23,18,4,1,2.01,32%,2.7,46%,2.59,46%,44%,1.3
Christos Giagos,Damir Hadzovic,Lightweight,U-DEC,3,5:00,Win,63%,32,20,12,0,3.03,41%,3.21,50%,2.84,36%,52%,0.4,67%,21,14,7,0,3.36,48%,3.26,62%,0.78,55%,34%,0.2
Daniel Teymur,Sung Bin Jo,Featherweight,U-DEC,3,5:00,Win,64%,11,7,4,0,3.08,46%,3.93,56%,0.56,18%,60%,0.3,90%,10,9,1,0,1.4,33%,2.67,51%,1,33%,83%,1
Sergey Khandozhko,Rostem Akman,Welterweight,U-DEC,3,5:00,Win,80%,35,28,6,1,3.41,41%,2.37,60%,0.76,28%,61%,0,75%,8,6,2,0,1.8,25%,3.97,57%,1,40%,87%,0
Lina Lansberg,Tonya Evinger,Women's Bantamweight,U-DEC,3,5:00,Win,56%,18,10,8,0,2.69,55%,3.87,44%,0.52,27%,47%,0.1,70%,27,19,8,0,1.16,42%,4.02,38%,0.93,30%,33%,0.9
Leonardo Santos,Stevie Ray,Lightweight,KO/TKO Punch,1,2:17,Win,69%,26,18,7,1,2.82,46%,3.4,54%,0.88,25%,86%,0.2,72%,32,23,9,0,3.73,44%,2.93,54%,0.75,46%,55%,0.6
Frank Camacho,Nick Hein,Lightweight,KO/TKO Punches,2,4:56,Win,69%,32,22,10,0,6.56,46%,7.44,51%,1.11,31%,73%,0,74%,19,14,5,0,2.65,35%,3.61,59%,0.86,33%,83%,0
Bea Malecki,Duda Santana,Women's Bantamweight,SUB Rear Naked Choke,2,1:59,Win,80%,5,4,1,0,6.84,46%,6.96,62%,0,0%,78%,1.1,75%,4,3,1,0,6.01,39%,2.72,73%,6.44,60%,0%,0
Devin Clark,Darko Stosic,Light Heavyweight,U-DEC,3,5:00,Win,61%,23,14,9,0,3.03,54%,3.24,44%,2.17,32%,58%,0.1,76%,17,13,4,0,2.61,45%,4.04,58%,3.42,50%,83%,0
Joel Alvarez,Danilo Belluardo,Lightweight,KO/TKO Punches,2,2:22,Win,87%,23,20,3,0,3.65,46%,3.37,50%,0,0%,11%,1.3,71%,17,12,5,0,1.52,61%,4.79,41%,3.5,100%,50%,0
Rafael Dos Anjos,Kevin Lee,Welterweight,SUB Arm Triangle,4,3:47,Win,67%,48,32,16,0,3.48,47%,3.21,60%,1.95,35%,55%,0.6,69%,26,18,8,0,3.88,42%,3.6,50%,3.18,43%,75%,0.8
Ian Heinisch,Antonio Carlos Junior,Middleweight,U-DEC,3,5:00,Win,74%,19,14,5,0,3.25,50%,2.98,59%,1.02,17%,59%,0.7,69%,16,11,5,0,1.95,42%,2.14,52%,3.42,39%,53%,0.8
Felicia Spencer,Megan Anderson,Women's Featherweight,SUB Rear Naked Choke,1,3:24,Win,75%,12,9,3,0,3.21,48%,4.54,45%,1.18,18%,27%,0.2,69%,16,11,5,0,1.76,46%,3.35,37%,0.52,25%,53%,0.5
Vicente Luque,Derrick Krantz,Welterweight,KO/TKO Punch,1,3:52,Win,67%,33,22,10,1,5.07,52%,5.21,52%,1,53%,62%,0.6,65%,34,22,12,0,2.07,37%,4.03,50%,3.18,50%,0%,0.8
Charles Oliveira,Nik Lentz,Lightweight,KO/TKO Punch,2,2:11,Win,77%,44,34,10,0,3.39,53%,3.2,51%,2.17,40%,55%,2.8,71%,42,30,12,0,3.44,47%,3.25,50%,3.3,32%,43%,1.2
Davi Ramos,Austin Hubbard,Lightweight,U-DEC,3,5:00,Win,71%,14,10,4,0,2.64,37%,3.44,56%,1.95,40%,83%,0.6,70%,23,16,7,0,3.83,46%,3.37,56%,1.55,52%,63%,0
Aspen Ladd,Sijara Eubanks,Women's Bantamweight,U-DEC,3,5:00,Win,75%,12,9,3,0,3.78,47%,4.65,47%,1.56,47%,62%,0.6,53%,15,8,7,0,4.3,43%,3.43,57%,1.9,44%,66%,0.3
Desmond Green,Charles Jourdain,Lightweight,U-DEC,3,5:00,Win,74%,31,23,8,0,3.7,46%,2.51,69%,1.62,50%,75%,0,65%,23,15,7,1,5.56,48%,4.31,57%,0.09,10%,48%,0.6
Michel Pereira,Danny Roberts,Welterweight,KO/TKO Flying Knee,1,1:47,Win,73%,41,30,11,0,5.15,54%,3.71,58%,1.55,55%,94%,0.7,69%,26,18,8,0,3.18,39%,3.73,50%,0.24,9%,57%,0.2
Grant Dawson,Michael Trizano,Featherweight,SUB Rear Naked Choke,2,2:27,Win,87%,23,20,2,1,2.97,51%,2.27,45%,3.68,36%,40%,1.5,79%,14,11,3,0,3.63,53%,4.4,50%,0.36,66%,72%,0.5
Ed Herman,Patrick Cummins,Light Heavyweight,KO/TKO Knee,1,3:39,Win,63%,43,27,16,0,3.31,48%,3.71,42%,1.96,47%,59%,1,59%,17,10,7,0,4.26,50%,3.35,55%,4.49,41%,28%,0.1
Zak Cummings,Trevin Giles,Middleweight,SUB Guillotine Choke,3,4:01,Win,78%,32,25,7,0,2.96,35%,2.91,55%,0.62,28%,66%,0.6,73%,22,16,6,0,3.27,55%,2.22,58%,1.19,50%,71%,0.3
Julio Arce,Julian Erosa,Featherweight,KO/TKO Kick,3,1:49,Win,76%,25,19,6,0,4.36,36%,3.05,68%,0.46,28%,96%,0.3,71%,41,29,12,0,6.14,48%,6.29,47%,1.63,46%,58%,0.8
Jessica Andrade,Rose Namajunas,Women's Strawweight,KO/TKO Slam,2,2:58,Win,68%,38,26,12,0,6.62,50%,5.37,55%,2.37,55%,72%,0.3,68%,19,13,6,0,3.69,41%,3.51,63%,1.38,47%,59%,0.5
Jared Cannonier,Anderson Silva,Middleweight,KO/TKO Kick,1,4:47,Win,74%,23,17,6,0,4.68,52%,4.13,59%,0.44,42%,63%,0,76%,45,34,11,0,3.05,61%,2.05,60%,0.5,77%,69%,0.8
Alexander Volkanovski,Jose Aldo,Featherweight,U-DEC,3,5:00,Win,87%,30,26,4,0,6.16,56%,3.44,58%,1.78,37%,70%,0.2,79%,39,31,8,0,3.57,46%,3.74,60%,0.49,54%,91%,0.1
Laureano Staropoli,Thiago Alves,Welterweight,U-DEC,3,5:00,Win,64%,14,9,5,0,3.31,34%,3.73,54%,0.83,26%,48%,0,61%,38,23,15,0,3.73,41%,3.42,62%,0.71,60%,63%,0.3
Irene Aldana,Bethe Correia,Women's Bantamweight,SUB Armbar,3,3:24,Win,68%,22,15,7,0,5.24,40%,6.33,57%,0.16,50%,76%,0.2,61%,18,11,6,1,4.37,43%,4.93,56%,0.39,18%,85%,0
Ryan Spann,Rogerio Nogueira,Light Heavyweight,KO/TKO Punch,1,2:07,Win,70%,30,21,9,0,3.42,40%,3.91,45%,1.29,35%,47%,1.5,70%,33,23,10,0,2.43,35%,2.34,59%,0.64,44%,62%,0.8
Thiago Moises,Kurt Holobaugh,Lightweight,U-DEC,3,5:00,Win,72%,25,18,7,0,2.47,40%,4.19,55%,1.64,44%,56%,1.3,72%,29,21,8,0,4.37,43%,4.07,48%,0.71,36%,46%,0.9
Warlley Alves,Sergio Moraes,Welterweight,KO/TKO Punch,3,4:13,Win,68%,22,15,7,0,3.25,48%,4.21,50%,1.35,50%,80%,0.9,67%,21,14,6,1,2.42,42%,3.73,59%,1.2,38%,75%,0.4
Clay Guida,BJ Penn,Lightweight,U-DEC,3,5:00,Win,64%,59,38,21,0,2.64,33%,3.01,61%,3.13,36%,67%,0.6,50%,32,16,14,2,2.76,48%,3.2,56%,1.19,55%,74%,0.5
Luana Carolina,Priscila Cachoeira,Women's Flyweight,U-DEC,3,5:00,Win,71%,14,10,4,0,4.63,49%,3.63,49%,0.38,42%,76%,0.6,67%,18,12,6,0,3.76,44%,7.03,43%,0.15,33%,65%,0
Raoni Barcelos,Carlos Huachin,Bantamweight,KO/TKO Elbows,2,4:49,Win,78%,23,18,5,0,5.22,51%,4.79,61%,1.86,32%,85%,0.6,63%,16,10,5,1,2.1,21%,4.8,50%,0,0%,66%,0
Viviane Araujo,Talita Bernardo,Women's Bantamweight,KO/TKO Punch,3,0:48,Win,67%,18,12,6,0,4.11,47%,4.96,56%,1.76,40%,78%,0.6,60%,10,6,4,0,3.12,42%,4.04,55%,1.62,22%,28%,0.5
Donald Cerrone,Al Iaquinta,Lightweight,U-DEC,5,5:00,Win,68%,53,36,17,0,4.41,46%,4.48,53%,1.16,33%,73%,1.2,64%,22,14,7,1,4.06,40%,4.53,61%,0.63,18%,74%,0.2
Derek Brunson,Elias Theodorou,Middleweight,U-DEC,3,5:00,Win,72%,32,23,9,0,3.51,47%,3.05,51%,3.14,33%,85%,0.6,84%,19,16,3,0,4.19,42%,2.39,53%,1.27,28%,59%,0
Shane Burgos,Cub Swanson,Featherweight,S-DEC,3,5:00,Win,83%,18,15,3,0,7.4,52%,6.78,56%,0.43,44%,91%,0.4,69%,42,29,13,0,4.7,50%,3.84,59%,1.09,52%,61%,0.4
Merab Dvalishvili,Brad Katona,Bantamweight,U-DEC,3,5:00,Win,81%,21,17,4,0,4.5,41%,2.37,57%,6.43,36%,80%,0.3,83%,18,15,3,0,4.71,49%,4.98,48%,1.5,27%,52%,0
Walt Harris,Serghei Spivac,Heavyweight,KO/TKO Knees,1,0:50,Win,57%,23,13,10,0,3.05,39%,3.33,54%,0.29,28%,70%,0.1,80%,20,16,4,0,3.54,49%,3.79,49%,4.56,64%,70%,0.5
Andrew Sanchez,Marc-Andre Barriault,Middleweight,U-DEC,3,5:00,Win,65%,20,13,7,0,4.3,43%,5.1,50%,2.55,36%,100%,0,70%,23,16,7,0,6.19,47%,5.67,52%,0.22,25%,67%,0.1
Macy Chiasson,Sarah Moras,Women's Bantamweight,KO/TKO Punches,2,2:22,Win,77%,13,10,3,0,3.53,44%,2.53,46%,2.38,37%,62%,0.5,43%,14,6,8,0,2.28,34%,3.58,50%,0.67,21%,33%,0.8
Vince Morales,Aiemann Zahabi,Bantamweight,U-DEC,3,5:00,Win,61%,18,11,7,0,4.17,37%,4.24,53%,0.14,25%,64%,0,85%,13,11,2,0,3.43,43%,3.61,71%,0.2,16%,79%,0
Nordine Taleb,Kyle Prepolec,Welterweight,U-DEC,3,5:00,Win,68%,22,15,7,0,3.66,51%,2.62,66%,1.94,76%,73%,0,63%,19,12,7,0,3.2,34%,4.7,54%,0,0%,40%,0
Matt Sayles,Kyle Nelson,Featherweight,SUB Arm Triangle,3,3:16,Win,67%,12,8,4,0,4.83,41%,2.81,61%,0.36,16%,81%,0.7,73%,22,16,5,1,3.65,45%,4.69,52%,1.1,20%,73%,0.6
Arjan Bhullar,Juan Adams,Heavyweight,U-DEC,3,5:00,Win,90%,10,9,1,0,2.33,56%,3.25,59%,1.73,75%,100%,0,63%,8,5,3,0,7.09,55%,4.06,34%,0.91,66%,57%,0
Cole Smith,Mitch Gagnon,Bantamweight,U-DEC,3,5:00,Win,78%,9,7,2,0,1.78,35%,1.96,49%,1.67,33%,45%,1.7,71%,17,12,5,0,2.76,46%,2.21,61%,1.16,25%,65%,1.9
Jack Hermansson,Jacare Souza,Middleweight,U-DEC,5,5:00,Win,75%,32,24,8,0,5.09,44%,3.69,56%,1.53,30%,80%,0.4,72%,36,26,10,0,2.53,47%,2.83,62%,2.57,39%,57%,1.3
Greg Hardy,Dmitrii Smoliakov,Heavyweight,KO/TKO Punches,1,2:15,Win,58%,12,7,5,0,4.79,50%,3.31,55%,0.2,33%,64%,0,75%,12,9,3,0,1.44,42%,3.81,55%,0,0%,75%,0
Mike Perry,Alex Oliveira,Welterweight,U-DEC,3,5:00,Win,64%,22,14,8,0,4.32,47%,5.16,52%,0.81,40%,78%,0.2,65%,34,22,12,0,2.99,51%,2.55,46%,2.35,38%,63%,0.6
Glover Teixeira,Ion Cutelaba,Light Heavyweight,SUB Rear Naked Choke,2,3:37,Win,79%,42,33,9,0,3.73,49%,4.43,51%,2.11,33%,60%,0.9,63%,27,17,10,0,4.44,43%,3.43,47%,4.17,57%,76%,0
Cory Sandhagen,John Lineker,Bantamweight,S-DEC,3,5:00,Win,81%,21,17,4,0,5.33,44%,3.4,58%,1.36,33%,64%,0.3,78%,40,31,9,0,5.36,40%,4.27,56%,0.56,58%,67%,0.6
Roosevelt Roberts,Thomas Gifford,Lightweight,U-DEC,3,5:00,Win,71%,17,12,5,0,3.05,44%,3.12,52%,1.39,29%,52%,0.9,61%,23,14,9,0,3.97,37%,6.45,37%,0.5,33%,33%,0
